source,target,release_date,populairty
Loretta Lynn,Jack White,2004,46
Lyfe Jennings,Erin,2004,44
Twista,Faith Evans,2005,57
Eddie Dee,Daddy Yankee,2005,57
Eddie Dee,Gallego,2005,57
Eddie Dee,Tego Calderon,2005,57
Eddie Dee,Voltio,2005,57
Eddie Dee,Ivy Queen,2005,57
Eddie Dee,Johnny Prez,2005,57
Eddie Dee,Wiso G,2005,57
Eddie Dee,Zion & Lennox,2005,57
Daddy Yankee,Gallego,2005,57
Daddy Yankee,Tego Calderon,2005,57
Daddy Yankee,Ivy Queen,2005,57
Daddy Yankee,Johnny Prez,2005,57
Daddy Yankee,Wiso G,2005,57
Gallego,Tego Calderon,2005,57
Gallego,Voltio,2005,57
Gallego,Ivy Queen,2005,57
Gallego,Johnny Prez,2005,57
Gallego,Wiso G,2005,57
Gallego,Zion & Lennox,2005,57
Tego Calderon,Voltio,2005,57
Tego Calderon,Ivy Queen,2005,57
Tego Calderon,Johnny Prez,2005,57
Tego Calderon,Wiso G,2005,57
Tego Calderon,Zion & Lennox,2005,57
Voltio,Ivy Queen,2005,57
Voltio,Johnny Prez,2005,57
Voltio,Wiso G,2005,57
Voltio,Zion & Lennox,2005,57
Ivy Queen,Johnny Prez,2005,57
Ivy Queen,Wiso G,2005,57
Ivy Queen,Zion & Lennox,2005,57
Johnny Prez,Wiso G,2005,57
Johnny Prez,Zion & Lennox,2005,57
Wiso G,Zion & Lennox,2005,57
Trick Trick,Eminem,2005,55
Eddie Dee,Lennox,2005,57
Daddy Yankee,Lennox,2005,57
Gallego,Lennox,2005,57
Tego Calderon,Lennox,2005,57
Voltio,Lennox,2005,57
Ivy Queen,Lennox,2005,57
Johnny Prez,Lennox,2005,57
Wiso G,Lennox,2005,57
Lil Wayne,Birdman,2005,47
The Pussycat Dolls,Timbaland,2005,47
Jay Chou,Lara Liang,2005,58
Daddy Yankee,Snoop Dogg,2005,50
Fort Minor,John Legend,2005,51
Control Machete,Celso Piña,2006,50
Aventura,Miri Ben-Ari,2006,53
Alexis y Fido,Baby Ranks,2006,55
The Game,Junior Reid,2006,50
Rihanna,Sean Paul,2006,49
Huey,Bow Wow,2006,48
Huey,T-Pain,2006,48
Avant,Nicole Scherzinger,2006,53
Paul Wall,Jermaine Dupri,2007,48
Philip Glass,Bruce Brubaker,2007,56
Three 6 Mafia,Chamillionaire,2007,47
deadmau5,Kaskade,2008,48
Lil Wayne,Brisco,2008,48
Brisco,Busta Rhymes,2008,48
Pyotr Ilyich Tchaikovsky,Yuri Bashmet,2008,54
brandUn DeShay,Casey Veggies,2008,49
Lil Wayne,Juelz Santana,2008,47
Lil Wayne,Fabolous,2008,47
Juelz Santana,Fabolous,2008,47
Flo Rida,Wynter Gordon,2009,53
We The Kings,Demi Lovato,2009,53
Steve Angello,Robin S,2009,49
Laidback Luke,Robin S,2009,49
OJ Da Juiceman,Gucci Mane,2009,47
Farruko,Jadiel,2010,62
Bruno Mars,B.o.B,2010,52
Bruno Mars,CeeLo Green,2010,52
B.o.B,CeeLo Green,2010,52
Kevin Rudolf,Birdman,2010,54
Kevin Rudolf,Jay Sean,2010,54
Birdman,Jay Sean,2010,54
Enrique Iglesias,Yandel,2010,54
YACHT,Classixx,2010,50
Erykah Badu,Common,2010,50
Havana Brown,Pitbull,2011,54
Lil Jon & The East Side Boyz,Pastor Troy,2011,52
Skrillex,Ellie Goulding,2011,58
New Boyz,Dev,2011,51
Frédéric Chopin,Benjamin Grosvenor,2011,59
will.i.am,Jamie Foxx,2011,49
Snoop Dogg,David Guetta,2011,64
Lupe Fiasco,Skylar Grey,2011,52
J Alvarez,Ñejo & Dalmata,2011,61
Warren G,The Game,2012,65
Nate Dogg,The Game,2012,65
Chiddy Bang,Icona Pop,2012,51
Willie Nelson,Snoop Dogg,2012,53
Willie Nelson,Jamey Johnson,2012,53
Snoop Dogg,Kris Kristofferson,2012,53
Snoop Dogg,Jamey Johnson,2012,53
Kris Kristofferson,Jamey Johnson,2012,53
Florence + The Machine,Calvin Harris,2012,52
Trey Songz,T.I.,2012,52
Boyce Avenue,Kina Grannis,2012,62
B.o.B,Nicki Minaj,2012,53
Odd Future,Syd,2012,53
Frank Ocean,Syd,2012,53
Florida Georgia Line,Sarah Buxton,2012,51
Clyde Carson,The Team,2012,54
Alicia Keys,Nicki Minaj,2012,58
Pablo Alborán,Jesse & Joy,2012,69
Bubba Sparxxx,Colt Ford,2013,55
Julia Sheer,Jon D,2013,64
Smallpools,The Chainsmokers,2013,55
John Mayer,Frank Ocean,2013,56
Armin van Buuren,Trevor Guthrie,2013,65
Lil Wayne,Gudda Gudda,2013,52
Nipsey Hussle,J Stone,2013,53
Tech N9ne,T-Pain,2013,53
Linkin Park,Steve Aoki,2013,62
Aaron Krause,Liza Anne,2013,66
Yo Gotti,T.I.,2013,53
Tech N9ne,Wrekonize,2013,53
Tech N9ne,Snow Tha Product,2013,53
Tech N9ne,Twisted Insane,2013,53
Wrekonize,Snow Tha Product,2013,53
Wrekonize,Twisted Insane,2013,53
Snow Tha Product,Twisted Insane,2013,53
Kavinsky,The Weeknd,2013,57
Future,Kanye West,2014,56
August Alsina,B.o.B,2014,57
August Alsina,Yo Gotti,2014,57
B.o.B,Yo Gotti,2014,57
Ryan Montbleau,Tall Heights,2014,65
Disclosure,London Grammar,2014,58
Mariah Carey,Miguel,2014,54
Mustard,Wiz Khalifa,2014,54
Jon Bellion,Audra Mae,2014,55
Logic,Childish Gambino,2014,56
Nicki Minaj,Skylar Grey,2014,54
Blake Shelton,Ashley Monroe,2014,55
K CAMP,2 Chainz,2014,54
YG,Mustard,2014,56
Kyla La Grange,Kygo,2014,62
Ariana Grande,Childish Gambino,2014,59
Afrojack,Wrabel,2014,64
Big Data,Oliver,2014,58
Joywave,Oliver,2014,58
Dillon Francis,Kygo,2015,62
Ghostemane,$uicideBoy$,2015,60
$uicideBoy$,JGRXXN,2015,60
OMI,Felix Jaehn,2015,55
Omar LinX,Marshmello,2016,64
Chance the Rapper,Jamila Woods,2016,60
Lil Yachty,Skippa Da Flippa,2016,59
Quavo,Skippa Da Flippa,2016,59
Quavo,Young Thug,2016,59
Skippa Da Flippa,Young Thug,2016,59
Lost Kings,Emily Warren,2016,61
Agust D,SURAN,2016,66
Jelly Roll,Struggle,2016,58
Domo Genesis,Mac Miller,2016,60
DJ Drama,Chris Brown,2016,58
DJ Drama,Jhené Aiko,2016,58
DJ Drama,Tory Lanez,2016,58
DJ Drama,Fabolous,2016,58
DJ Drama,Trey Songz,2016,58
Chris Brown,Tory Lanez,2016,58
Chris Brown,Trey Songz,2016,58
Jhené Aiko,Tory Lanez,2016,58
Jhené Aiko,Fabolous,2016,58
Jhené Aiko,Trey Songz,2016,58
Tory Lanez,Fabolous,2016,58
Tory Lanez,Trey Songz,2016,58
Fabolous,Trey Songz,2016,58
Jacksepticeye,The Gregory Brothers,2016,61
Daya,ILLENIUM,2016,66
Getter,Oliver Tree,2016,60
V,JIN,2016,68
A Boogie Wit da Hoodie,PnB Rock,2017,63
A Boogie Wit da Hoodie,YoungBoy Never Broke Again,2017,63
PnB Rock,YoungBoy Never Broke Again,2017,63
Miguel,Natalia Lafourcade,2017,65
Yo Gotti,Diplo,2017,64
Yo Gotti,Party Favor,2017,64
Diplo,Party Favor,2017,64
Diplo,Nicki Minaj,2017,64
Party Favor,Nicki Minaj,2017,64
Martin Garrix,Troye Sivan,2017,72
Louis Tomlinson,Bebe Rexha,2017,72
Louis Tomlinson,Digital Farm Animals,2017,72
Bebe Rexha,Digital Farm Animals,2017,72
N.E.R.D,Pharrell Williams,2017,65
Rihanna,Pharrell Williams,2017,65
Lil Peep,Horse Head,2017,68
Linkin Park,Kiiara,2017,69
Dirt Rock Empire,Nate Kenyon,2017,61
Dirt Rock Empire,The Lacs,2017,61
Nate Kenyon,The Lacs,2017,61
NAV,Offset,2017,63
Metro Boomin,Playboi Carti,2017,63
Metro Boomin,Offset,2017,63
Playboi Carti,Offset,2017,63
2 Chainz,Gucci Mane,2017,62
21 Savage,Quavo,2017,66
Metro Boomin,Quavo,2017,66
Billie Eilish,Marian Hill,2017,68
Ghostemane,Shakewell,2017,66
Ghostemane,Pouya,2017,66
Ghostemane,Erick the Architect,2017,66
Shakewell,Pouya,2017,66
Shakewell,Erick the Architect,2017,66
Pouya,Erick the Architect,2017,66
Future,Kendrick Lamar,2017,67
Playboi Carti,A$AP Rocky,2017,64
Quavo,Lil Yachty,2017,64
Koe Wetzel,Parker McCollum,2017,60
Flume,ILLENIUM,2017,61
Tove Lo,ILLENIUM,2017,61
Bad Bunny,Diplo,2018,70
Bad Bunny,Nitti Gritti,2018,70
Diplo,Nitti Gritti,2018,70
Becky G,Prince Royce,2018,72
Becky G,DJ Luian,2018,72
Becky G,Anuel AA,2018,72
Prince Royce,Anuel AA,2018,72
YoungBoy Never Broke Again,Quando Rondo,2018,64
Kevin Gates,Quando Rondo,2018,64
Shawn Mendes,Zedd,2018,72
YoungBoy Never Broke Again,Trippie Redd,2018,64
Dua Lipa,BLACKPINK,2018,77
Bhad Bhabie,Lil Yachty,2018,69
Au/Ra,Tomine Harket,2018,75
Brett Young,Gavin DeGraw,2018,64
Diplo,French Montana,2018,71
Diplo,Lil Pump,2018,71
Diplo,Zhavia Ward,2018,71
French Montana,Lil Pump,2018,71
French Montana,Zhavia Ward,2018,71
Lil Pump,Zhavia Ward,2018,71
Lil Durk,TK Kravitz,2018,65
Gunna,TK Kravitz,2018,65
Khalid,H.E.R.,2018,67
Future,Young Scooter,2018,65
Juice WRLD,Young Scooter,2018,65
Whethan,Oh Wonder,2018,65
SadBoyProlific,Aiko,2018,68
SadBoyProlific,Teqkoi,2018,68
Aiko,Teqkoi,2018,68
Pardison Fontaine,Cardi B,2018,65
Metro Boomin,Drake,2018,67
Offset,Drake,2018,67
MadeinTYO,A$AP Ferg,2018,65
Piso 21,Micro TDH,2018,80
Cuco,Clairo,2018,66
Playboi Carti,Gunna,2018,66
Hailee Steinfeld,BloodPop®,2018,74
Shotgun Willy,TRAQULA,2018,68
Wiz Khalifa,Lil Skies,2018,67
A Boogie Wit da Hoodie,Queen Naija,2018,66
Matoma,Petey,2019,72
Matoma,Wilder Woods,2019,72
Petey,Wilder Woods,2019,72
Arizona Zervas,27CLUB,2019,70
SiR,Kendrick Lamar,2019,69
Gucci Mane,Megan Thee Stallion,2019,66
Halsey,Juice WRLD,2019,69
James Bay,Julia Michaels,2019,75
Offset,21 Savage,2019,69
Summer Walker,A Boogie Wit da Hoodie,2019,68
Marc E. Bassy,blackbear,2019,67
Upchurch,Katie Noel,2019,65
Jasiah,Yung Bans,2019,68
Majid Jordan,Khalid,2019,70
NF,Sasha Sloan,2019,69
DaBaby,Migos,2019,67
YUNGBLUD,Halsey,2019,71
Halsey,Travis Barker,2019,71
Jeremy Zucker,Bea Miller,2019,74
Bad Bunny,Marciano Cantero,2019,76
Stunna 4 Vegas,DaBaby,2019,65
Becky G,Bad Bunny,2019,74
Brooks & Dunn,Kacey Musgraves,2019,66
Grupo Firme,Luis Alfonso Partida El Yaki,2019,74
Promoting Sounds,Ouse,2019,73
bbno$,Yung Gravy,2019,69
Anuel AA,Lil Wayne,2020,74
Drake,DaBaby,2020,69
Lil Nas X,Nas,2020,72
John K,Kelsea Ballerini,2020,69
Lil Uzi Vert,Lil Durk,2020,67
BTS,Sia,2020,76
Jameson Rodgers,Luke Combs,2020,68
Stunna 4 Vegas,Lil Baby,2020,67
Agust D,MAX,2020,74
Kygo,Jamie N Commons,2020,71
Galantis,Ship Wrek,2020,73
Galantis,Pink Sweat$,2020,73
Ship Wrek,Pink Sweat$,2020,73
Lil Yachty,Future,2020,67
Lil Yachty,Mike WiLL Made-It,2020,67
Future,Mike WiLL Made-It,2020,67
Moneybagg Yo,Blac Youngsta,2020,65
Famous Dex,Rich The Kid,2020,70
Famous Dex,Tyga,2020,70
Rich The Kid,Tyga,2020,70
I Prevail,Joyner Lucas,2020,68
Future,Meek Mill,2020,68
Future,Doe Boy,2020,68
Meek Mill,Doe Boy,2020,68
Agust D,RM,2020,74
Diplo,Julia Michaels,2020,69
Julia Michaels,Morgan Wallen,2020,69
Bankrol Hayden,The Kid LAROI,2020,69
Reik,Farruko,2020,83
Reik,Camilo,2020,83
Farruko,Camilo,2020,83
Frédéric Chopin,György Cziffra,1926,0
Frédéric Chopin,Wilhelm Kempff,1926,0
Frédéric Chopin,Mieczysław Horszowski,1926,0
Frédéric Chopin,New York Philharmonic,1926,0
Frédéric Chopin,George Szell,1926,0
New York Philharmonic,George Szell,1926,0
Frédéric Chopin,Vlado Perlemuter,1926,0
Frédéric Chopin,Ignacy Jan Paderewski,1926,0
Gioachino Rossini,Orchestra,1928,0
Hector Berlioz,Staatskapelle Berlin,1928,0
Bedřich Smetana,Karl Böhm,1935,0
Bedřich Smetana,Staatskapelle Dresden,1935,0
Engelbert Humperdinck,Karl Böhm,1935,0
Engelbert Humperdinck,Staatskapelle Dresden,1935,0
Earl Hines,Billy Eckstine,1939,1
Asha Bhosle,K. J. Yesudas,1941,2
Franz Schubert,Claudio Arrau,1941,0
Richard Wagner,Isaac Stern,1942,0
Richard Wagner,Symphony Orchestra,1942,0
Isaac Stern,Symphony Orchestra,1942,0
Mohammed Rafi,Noor Jehan,1947,0
Edward Elgar,Yo-Yo Ma,1949,0
Felix Mendelssohn,London Philharmonic Orchestra,1949,0
Asha Bhosle,Lata Mangeshkar,1949,0
Karol Szymanowski,Isaac Stern,1949,0
William Walton,New York Philharmonic,1949,0
Wolfgang Amadeus Mozart,Peter Schreier,1950,0
Wolfgang Amadeus Mozart,Staatskapelle Berlin,1950,0
Peter Schreier,Staatskapelle Berlin,1950,0
Julius Patzak,Wilma Lipp,1951,0
Julius Patzak,Sieglinde Wagner,1951,0
Julius Patzak,Anton Dermota,1951,0
Hilde Gueden,Wilma Lipp,1951,0
Hilde Gueden,Sieglinde Wagner,1951,0
Wilma Lipp,Sieglinde Wagner,1951,0
Wilma Lipp,Anton Dermota,1951,0
Wilma Lipp,Vienna State Opera Chorus,1951,0
Sieglinde Wagner,Anton Dermota,1951,0
Sieglinde Wagner,Vienna State Opera Chorus,1951,0
Hilde Gueden,Renata Tebaldi,1951,0
Hilde Gueden,Julius Patzak,1951,0
Anton Dermota,Julius Patzak,1951,0
Ebe Stignani,Renata Tebaldi,1952,0
Geeta Dutt,Kishore Kumar,1952,1
Inge Borkh,Astrid Varnay,1952,0
Giuseppe Verdi,Robert Merrill,1952,2
Camille Saint-Saëns,Arturo Toscanini,1953,0
Andrés Segovia,Edvard Grieg,1954,6
Mauro Giuliani,Andrés Segovia,1954,3
Andrés Segovia,César Franck,1954,6
Billy Strayhorn,Leonard Bernstein,1956,16
Billy Strayhorn,Phil Woods,1956,16
Leonard Bernstein,Phil Woods,1956,16
Sonny Payne,Benny Powell,1959,17
Arnold Schoenberg,Glenn Gould,1959,21
Ron Carter,Ray Barretto,1961,17
Ron Carter,Hank Jones,1961,17
Ray Barretto,Hank Jones,1961,17
Richard Wagner,Cleveland Orchestra,1962,20
Richard Wagner,George Szell,1962,20
Cleveland Orchestra,George Szell,1962,20
Elvis Presley,The Amigos,1962,21
Joaquín Turina,Julian Bream,1964,21
Harry Belafonte,Nana Mouskouri,1965,31
Johannes Brahms,Tal & Groethuysen,1965,33
Django Reinhardt,Michel Warlop,1970,34
Stéphane Grappelli,Michel Warlop,1970,34
Quintette du Hot Club de France,Michel Warlop,1970,34
Rubén Blades,Pete Rodriguez,1970,36
The Band,Bob Dylan,1972,33
The Band,Dan Gellert,1972,33
Bob Dylan,Dan Gellert,1972,33
Mirella Freni,Wiener Philharmoniker,1974,38
Luciano Pavarotti,Wiener Philharmoniker,1974,38
Vincenzo Bellini,Nicolai Ghiaurov,1975,42
Nicolai Ghiaurov,Dame Joan Sutherland,1975,42
Nicolai Ghiaurov,London Symphony Orchestra,1975,42
Paul Simon,Phoebe Snow,1975,36
George Gershwin,Zubin Mehta,1979,39
Jerry Jeff Walker,Willie Nelson,1980,29
Barry Gibb,Maurice Gibb,1980,32
Barry Gibb,Robin Gibb,1980,32
Barry Gibb,Andy Gibb,1980,32
Maurice Gibb,Robin Gibb,1980,32
Maurice Gibb,Andy Gibb,1980,32
Robin Gibb,Andy Gibb,1980,32
The Charlie Daniels Band,Crystal Gayle,1981,30
Wolfgang Amadeus Mozart,Luciana Serra,1984,36
Luciana Serra,Staatskapelle Dresden,1984,36
Luciana Serra,Sir Colin Davis,1984,36
Staatskapelle Dresden,Sir Colin Davis,1984,36
Henry Purcell,Jessye Norman,1986,41
Jessye Norman,English Chamber Orchestra,1986,41
Pyotr Ilyich Tchaikovsky,Van Cliburn,1987,43
Ronnie Milsap,Kenny Rogers,1987,41
Dr. John,Rickie Lee Jones,1989,39
Johann Sebastian Bach,Michael Chance,1989,43
Johann Sebastian Bach,English Baroque Soloists,1989,43
Johann Sebastian Bach,John Eliot Gardiner,1989,43
Michael Chance,English Baroque Soloists,1989,43
Michael Chance,John Eliot Gardiner,1989,43
Alexander Borodin,Gothenburg Symphony Orchestra,1990,42
Alexander Borodin,Neeme Järvi,1990,42
Sabine Meyer,Staatskapelle Dresden,1990,32
Bonnie Raitt,Delbert McClinton,1991,37
Super Cat,Trevor Sparks,1992,39
Donald Harrison,Dr. John,1992,38
Robert Schumann,Carol Rosenberger,1993,35
SWV,Wu-Tang Clan,1994,41
Franz Schubert,Andrea Bocelli,1995,43
Mobb Deep,Q-Tip,1995,44
Fourplay,Patti Austin,1995,45
Fourplay,Peabo Bryson,1995,45
Patti Austin,Peabo Bryson,1995,45
DJ Screw,E.S.G.,1996,40
Redman,Erick Sermon,1996,43
Master P,C-Murder,1997,39
Johann Sebastian Bach,György Kurtág,1997,49
B.B. King,Eric Clapton,1997,48
Mariah Carey,Whitney Houston,1998,45
DMX,Sean Paul,1998,42
DMX,Mr. Vegas,1998,42
Sean Paul,Mr. Vegas,1998,42
The LOX,Beanie Sigel,1998,42
A.R. Rahman,Anuradha,1998,53
Pyotr Ilyich Tchaikovsky,Mariinsky Orchestra,1998,47
Pyotr Ilyich Tchaikovsky,Valery Gergiev,1998,47
Mariinsky Orchestra,Valery Gergiev,1998,47
Busta Rhymes,Ozzy Osbourne,1998,44
Ice Cube,Korn,1998,43
George Michael,Queen,1998,55
The High & Mighty,Mos Def,1999,49
Burt Bacharach,Elvis Costello,1999,48
Ruff Ryders,Eve,1999,43
James Ingram,Dolly Parton,1999,51
John Prine,Emmylou Harris,1999,43
Ja Rule,JAY-Z,1999,44
Ja Rule,DMX,1999,44
Amil,Beanie Sigel,1999,44
Mariah Carey,Missy Elliott,1999,46
Handsome Boy Modeling School,DJ Shadow,1999,45
Felix Mendelssohn,Murray Perahia,1999,46
Uncle Kracker,Kid Rock,2000,42
Uncle Kracker,Paradime,2000,42
Kid Rock,Paradime,2000,42
Giacomo Puccini,Renée Fleming,2000,43
Renée Fleming,London Philharmonic Orchestra,2000,43
Memphis Bleek,Amil,2000,40
Mariah Carey,Nas,2000,43
Mariah Carey,Clue,2000,43
Joe,Nas,2000,43
Joe,Clue,2000,43
Nas,Clue,2000,43
Franz Liszt,Van Cliburn,2000,45
Boney James,Rick Braun,2000,42
Three 6 Mafia,La Chat,2000,41
DJ Screw,K-Rino,2001,44
DJ Screw,Z-Ro,2001,44
K-Rino,Z-Ro,2001,44
Giacomo Puccini,Antonio Pappano,2001,53
London Symphony Orchestra,Antonio Pappano,2001,53
2Pac,Thug Life,2001,46
Ludacris,Jagged Edge,2001,45
Twista,Jagged Edge,2001,45
Rob Zombie,Ozzy Osbourne,2001,46
Hank Jones,Christian McBride,2001,42
Hank Jones,Jimmy Cobb,2001,42
Christian McBride,Jimmy Cobb,2001,42
JAY-Z,Dr. Dre,2002,47
JAY-Z,Rakim,2002,47
JAY-Z,Truth Hurts,2002,47
Dr. Dre,Rakim,2002,47
Dr. Dre,Truth Hurts,2002,47
Rakim,Truth Hurts,2002,47
Hawk,Big T,2002,42
Charli Baltimore,Ja Rule,2002,45
Charli Baltimore,Ashanti,2002,45
Charli Baltimore,Vita,2002,45
Ashanti,Vita,2002,45
Antonín Dvořák,Myung-Whun Chung,2002,50
Wiener Philharmoniker,Myung-Whun Chung,2002,50
2Pac,Trick Daddy,2002,47
Trina,Ludacris,2002,43
Yandel,Tego Calderon,2003,49
Juelz Santana,Cam’ron,2003,45
Beyoncé,Missy Elliott,2003,44
Kid Rock,Hank Williams,2003,44
OutKast,Norah Jones,2003,47
Lyrics Born,Gift Of Gab,2003,46
Lyrics Born,Blackalicious,2003,46
Gift Of Gab,Blackalicious,2003,46
Gioachino Rossini,Academy of St. Martin in the Fields,2003,51
Gioachino Rossini,Sir Neville Marriner,2003,51
Christina Milian,Fabolous,2004,44
T.I.,Nelly,2004,44
Trebol Clan,Héctor & Tito,2004,55
T.I.,Lil Jon,2004,43
Trick Daddy,Lil Wayne,2004,43
Lil Jon,Lil Wayne,2004,43
Rah Digga,Missy Elliott,2005,51
Rah Digga,DMX,2005,51
Lloyd Banks,DMX,2005,51
Papoose,DMX,2005,51
Robyn,Kleerup,2005,46
Jeezy,Bun B,2005,45
The Game,Nate Dogg,2005,52
Ying Yang Twins,Avant,2005,45
Slim Thug,T.I.,2005,45
Edvard Grieg,Shani Diluka,2006,54
Selah,Melodie Crittenden,2006,51
Lloyd Banks,50 Cent,2006,56
Ghostface Killah,Ne-Yo,2006,49
Obie Trice,Akon,2006,56
Sérgio Mendes,Black Eyed Peas,2006,59
Don Omar,Yandel,2006,56
Tego Calderon,Yandel,2006,55
Wolfgang Amadeus Mozart,Martha Argerich,2006,54
Shop Boyz,Lil Wayne,2007,46
Shop Boyz,Chamillionaire,2007,46
Lil Wayne,Chamillionaire,2007,46
Lupe Fiasco,Bishop G,2007,48
Jack White,Alicia Keys,2007,56
TobyMac,Mandisa,2008,47
Calle 13,Café Tacvba,2008,52
Ashley Tisdale,Zac Efron,2008,55
Webbie,LeToya Luckett,2008,45
M.I.A.,Bun B,2008,45
M.I.A.,Rich Boy,2008,45
Bun B,Rich Boy,2008,45
Library Tapes,Peter Broderick,2008,51
Drake,Peter Bjorn and John,2009,50
Drake,Lloyd,2009,49
JAY-Z,Kid Cudi,2009,50
Gorillaz,Lou Reed,2010,55
Yelawolf,Gucci Mane,2010,50
Samuel Barber,Sir Simon Rattle,2010,58
Samuel Barber,Berliner Philharmoniker,2010,58
Kid Cudi,GLC,2010,50
Kid Cudi,Nicole Wray,2010,50
GLC,Nicole Wray,2010,50
He Is We,Owl City,2010,55
The Roots,John Legend,2010,56
Bryan J,Travis Porter,2010,47
Waka Flocka Flame,Cap,2010,48
Simple Plan,Natasha Bedingfield,2011,48
Harold Budd,Robin Guthrie,2011,57
Justin Bieber,Rascal Flatts,2011,55
Eddie Vedder,Cat Power,2011,48
Armin van Buuren,Laura V,2011,59
Armin van Buuren,Avicii,2011,59
Laura V,Avicii,2011,59
Tedashii,Lecrae,2011,49
Franco De Vita,Noel Schajris,2011,63
Franco De Vita,Leonel García,2011,63
Noel Schajris,Leonel García,2011,63
Kendrick Lamar,BJ The Chicago Kid,2011,51
George Gershwin,Benjamin Grosvenor,2012,50
George Gershwin,Royal Liverpool Philharmonic Orchestra,2012,50
Benjamin Grosvenor,Royal Liverpool Philharmonic Orchestra,2012,50
Alicia Keys,Maxwell,2012,54
Pusha T,Kanye West,2012,53
Arcangel,Don Omar,2012,56
Mykko Montana,K CAMP,2012,50
Kany Garcia,Franco De Vita,2012,64
Calvin Harris,Kelis,2012,62
The Weeknd,Juicy J,2012,54
Bahamas,The Weather Station,2013,61
Bingo Players,Far East Movement,2013,51
Sammy Johnson,Fiji,2013,54
Major Lazer,Busy Signal,2013,58
Major Lazer,The Flexican,2013,58
Busy Signal,The Flexican,2013,58
Kid Cudi,A$AP Rocky,2013,53
Flux Pavilion,Childish Gambino,2013,54
Janelle Monáe,Erykah Badu,2013,53
Wolfgang Amadeus Mozart,Academy of Ancient Music,2013,62
Wolfgang Amadeus Mozart,Stephen Cleobury,2013,62
Academy of Ancient Music,Stephen Cleobury,2013,62
Pusha T,Kendrick Lamar,2013,54
Lil Wyte,Twiztid,2013,51
Jelly Roll,Twiztid,2013,51
Tech N9ne,Serj Tankian,2013,53
Krizz Kaliko,Serj Tankian,2013,53
Rich Gang,Lil Wayne,2013,51
Rich Gang,Birdman,2013,51
Rich Gang,Nicki Minaj,2013,51
Rich Gang,Future,2013,51
Birdman,Nicki Minaj,2013,51
Birdman,Future,2013,51
Nipsey Hussle,The Game,2013,53
Beyoncé,Frank Ocean,2014,57
Future,Pharrell Williams,2014,54
Future,Pusha T,2014,54
Future,Casino,2014,54
Pharrell Williams,Pusha T,2014,54
Pharrell Williams,Casino,2014,54
Pusha T,Casino,2014,54
Dom Kennedy,TeeFLii,2014,53
Freddie Gibbs,Domo Genesis,2014,56
Freddie Gibbs,Earl Sweatshirt,2014,56
Madlib,Domo Genesis,2014,56
Madlib,Earl Sweatshirt,2014,56
Calvin Harris,HAIM,2014,63
Eric Bellinger,Problem,2014,58
Pitbull,Jennifer Lopez,2014,66
Pitbull,Claudia Leitte,2014,66
Jennifer Lopez,Claudia Leitte,2014,66
August Alsina,Trey Songz,2014,55
August Alsina,Chris Brown,2014,55
Wiz Khalifa,Project Pat,2014,55
Nicki Minaj,Ariana Grande,2014,53
G-Eazy,Borgore,2015,58
Kid Ink,Tyga,2015,63
Kid Ink,Wale,2015,63
Kid Ink,YG,2015,63
Kid Ink,Rich Homie Quan,2015,63
Tyga,Wale,2015,63
Tyga,Rich Homie Quan,2015,63
Wale,YG,2015,63
Wale,Rich Homie Quan,2015,63
Eminem,Gwen Stefani,2015,64
Pia Mia,G-Eazy,2015,61
Adriel Favela,Los Del Arroyo,2015,60
Roy Ayers,Syd,2015,58
Roy Ayers,Kali Uchis,2015,58
Young Thug,Duke,2015,59
blackbear,G-Eazy,2015,58
DeJ Loaf,Future,2015,56
Chris Young,Vince Gill,2015,55
G-Eazy,Kehlani,2015,58
Martin Garrix,Usher,2015,66
Ra Ra Riot,Rostam,2016,57
Noname,Smino,2016,60
Noname,Saba,2016,60
Smino,Saba,2016,60
Pitbull,Yandel,2016,69
$uicideBoy$,Denzel Curry,2016,60
Louis The Child,Evalyn,2016,57
Chino & Nacho,Daddy Yankee,2016,71
Young Thug,Quavo,2016,60
Young Thug,Young Scooter,2016,60
Quavo,Young Scooter,2016,60
Offset,Young Scooter,2016,60
DJ Drama,Skeme,2016,57
Skeme,Chris Brown,2016,57
Omar Ruiz,Gerardo Ortiz,2016,61
Tech N9ne,Logic,2016,59
Tech N9ne,Joyner Lucas,2016,59
Logic,Joyner Lucas,2016,59
The Game,Jeremih,2016,58
Fat Nick,$uicideBoy$,2016,59
Nicki Minaj,Mike WiLL Made-It,2016,62
Spillage Village,JID,2016,58
Spillage Village,Quentin Miller,2016,58
JID,Quentin Miller,2016,58
Wiz Khalifa,Lil Uzi Vert,2016,59
Drugdealer,Weyes Blood,2016,61
Cheat Codes,Dante Klein,2016,64
Chance the Rapper,T-Pain,2016,58
Chance the Rapper,Eryn Allen Kane,2016,58
T-Pain,Eryn Allen Kane,2016,58
T-Pain,Noname,2016,58
Eryn Allen Kane,Noname,2016,58
Justin Bieber,BloodPop®,2017,72
Selena Gomez,Gucci Mane,2017,70
MadeinTYO,Big Sean,2017,63
Katy Perry,Nicki Minaj,2017,71
Gucci Mane,Offset,2017,63
Ramirez,$uicideBoy$,2017,63
NF,Ruelle,2017,64
blackbear,Gucci Mane,2017,63
Macklemore,Lil Yachty,2017,66
beabadoobee,Oscar Lang,2017,65
Snakehips,MØ,2017,67
Colt Ford,Taylor Ray Holbrook,2017,61
