Id,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,count,genres,filtered_genre,gender,race,api,black,hispanic,white,populairty
Chris LeDoux,0.336889512,0.614146341,195482.7195,0.485,0.000265853,0.166673171,-12.43737805,0.050729268,114.2009634,0.659121951,0,1,82,"['country', 'country road', 'country rock', 'wyoming roots']",Country,male,white,0.002597714,0.03677129,0.008934686,0.9516963,31.64634146
Chris Linton,0.028,0.669,179225,0.937,1.79E-05,0.318,-4.054,0.0714,75.013,0.223,8,0,2,['uk dance'],EDM,male,white,0.002997311,0.13753654,0.018279249,0.84118694,68
Chris Norman,0.127,0.758,239240,0.634,0.000431,0.337,-13.338,0.0324,129.29,0.905,7,1,2,['classic uk pop'],Pop,male,white,0.003550161,0.07622836,0.016494311,0.9037272,58
Chris Stapleton,0.304862049,0.569622951,243801.4098,0.486885246,0.032118427,0.150059016,-10.07731148,0.038109836,114.1798197,0.46495082,0,1,61,"['contemporary country', 'outlaw country']",Country,male,white,0.002385072,0.08583692,0.014390639,0.89738744,61.45901639
Chris Thomas,0.339,0.653,266693,0.773,0.00013,0.332,-14.983,0.0567,116.301,0.523,2,1,2,"['country blues', 'louisiana blues', 'new orleans blues']",Country,male,white,0.009887713,0.3708702,0.013310204,0.6059319,32
Chris Tomlin,0.172100533,0.409711111,284696.6,0.590866667,3.25E-06,0.18516,-5.819022222,0.030057778,121.3737333,0.279933333,11,1,45,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",Rock,male,white,0.008310411,0.013459208,0.016733043,0.96149737,51
Chris Webby,0.195714286,0.664428571,202411.8571,0.738,1.11E-06,0.181014286,-6.295857143,0.337571429,128.7298571,0.633571429,10,0,7,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'rap']",Hip-hop,male,white,0.002032084,0.17164944,0.020234775,0.8060837,57.57142857
Chris Young,0.306218967,0.558852459,197498.2459,0.683459016,0.000147227,0.157098361,-5.309065574,0.036585246,117.1877869,0.493721311,7,1,61,"['contemporary country', 'country', 'country road', 'modern country rock']",Country,male,white,0.07116745,0.1075258,0.023360718,0.79794604,54.01639344
Chrisette Michele,0.3485,0.645428571,249462.8571,0.525142857,0.000444229,0.141757143,-6.629857143,0.126142857,114.7287143,0.384857143,5,0,14,"['hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",Pop,female,white,0.005413263,0.017902968,0.018345637,0.95833814,47.71428571
Christa Ludwig,0.960333333,0.304333333,308324.3333,0.176333333,0.0002477,0.226,-17.47366667,0.045266667,96.08366667,0.234966667,1,1,3,"['classical mezzo-soprano', 'classical performance', 'opera']",Classical,female,white,0.006740006,0.009333939,0.019596074,0.96432996,5.666666667
Christel Goltz,0.949166667,0.2235,337311,0.270833333,0.17642861,0.3275,-14.05816667,0.043666667,85.35633333,0.123,1,1,6,['vintage classical singing'],Classical,female,white,0.004600769,0.00608349,0.01779114,0.9715246,0
Christian Benda,0.986,0.141,323000,0.0414,0.873,0.107,-28.163,0.0476,91.276,0.0634,10,1,1,['classical cello'],Classical,male,white,0.010465868,0.006602314,0.0681591,0.9147727,35
Christian French,0.298804615,0.644230769,189414.0769,0.555615385,5.04E-06,0.159923077,-6.755615385,0.073669231,112.6144615,0.573,9,0,13,['pop'],Pop,male,white,0.003622822,0.009345104,0.025288898,0.96174324,66
Christian McBride,0.9405,0.4855,267266.5,0.07785,0.44000073,0.09235,-22.566,0.044,88.553,0.1109,10,1,2,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz funk', 'jazz fusion', 'soul jazz', 'straight-ahead jazz']",Jazz,male,white,0.005047453,0.14501226,0.03460953,0.81533074,24
Christian Nodal,0.35675,0.6246875,179534.875,0.509375,0,0.21155,-4.41225,0.039775,145.84075,0.6808125,7,1,32,['regional mexican pop'],Pop,male,white,0.014811877,0.043381143,0.031610757,0.91019624,72.125
Christian Sinding,0.919,0.3135,296647,0.3105,0.3795,0.119,-13.8,0.0407,106.652,0.17615,9,0,2,"['late romantic era', 'norwegian classical']",Classical,male,white,0.022859436,0.042199213,0.00815404,0.9267873,3
Christina Aguilera,0.303541689,0.594433333,232162.5444,0.623088889,0.000838617,0.225476667,-5.896166667,0.096767778,122.4977111,0.445655556,8,1,90,"['dance pop', 'europop', 'pop', 'pop rap', 'post-teen pop']",EDM,female,white,0.04232271,0.013835283,0.45146316,0.49237877,53.95555556
Christina Grimmie,0.193,0.439,263598,0.751,4.61E-05,0.0577,-7.632,0.0527,164.103,0.221,9,1,1,"['dance pop', 'post-teen pop', 'viral pop']",EDM,female,white,0.013898807,0.13341963,0.03117803,0.8215036,68
Christina Milian,0.0156,0.7784,224197.2,0.7876,0.0003587,0.15312,-4.3572,0.0988,138.9456,0.5084,11,1,5,"['dance pop', 'europop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']",EDM,female,white,0.009912834,0.025303774,0.01177498,0.9530084,51.2
Christina Perri,0.40255,0.41435,255516.7,0.44735,0.000350492,0.12958,-7.40945,0.036855,120.16245,0.19352,10,1,20,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",EDM,female,white,0.005012164,0.020737635,0.013354814,0.96089536,61.55
Christine Fan,0.828,0.592,228520,0.469,0,0.198,-7.668,0.0293,129.959,0.558,2,1,1,"['c-pop', 'mandopop']",Pop,female,white,0.002779466,0.034582376,0.014074177,0.94856393,54
Christoph Willibald Gluck,0.936826087,0.256,221527,0.140257826,0.659534741,0.215326087,-21.57417391,0.042652174,94.07447826,0.21856087,5,1,23,"['classical', 'classical era', 'early music', 'galante era']",Classical,male,white,0.005583548,0.06802238,0.013721504,0.9126726,10.2173913
Christopher Hogwood,0.9135,0.28275,303103.25,0.05675,0.00473025,0.142125,-22.83675,0.0518,123.4865,0.14975,4,1,8,"['classical performance', 'historically informed performance', 'orchestral performance']",Classical,male,white,0.008438556,0.08775695,0.024436329,0.8793682,45.25
Christopher Martin,0.034,0.669,246364,0.71,0,0.144,-3.644,0.134,174.052,0.908,10,1,1,"['dancehall', 'lovers rock', 'modern reggae', 'reggae fusion', 'soca']",EDM,male,white,0.00226479,0.0825937,0.016017644,0.89912385,54
Christopher Wilde,0.1177614,0.6019,195505.5,0.695,0,0.10785,-6.6002,0.06873,126.7753,0.6079,5,1,10,"['dance pop', 'pop', 'post-teen pop']",EDM,male,white,0.003970574,0.04143807,0.019539863,0.9350515,56.2
Christopher van Kampen,0.992,0.167,165307,0.02,0.928,0.0714,-31.634,0.0413,129.916,0.0431,7,1,1,['classical cello'],Classical,male,white,0.001740071,0.024299435,0.008948602,0.9650119,47
Chrome,0.0476,0.878,204093,0.746,0,0.154,-4.281,0.0451,111.996,0.792,11,1,2,"['alternative dance', 'dance-punk', 'disco house', 'electropop', 'filter house', 'indietronica', 'new rave', 'nu disco']",EDM,unknown,white,0.005004186,0.12023187,0.03115791,0.843606,65
Chronixx,0.167966667,0.727666667,220898,0.722,7.07E-05,0.230266667,-5.474666667,0.088266667,87.224,0.611666667,5,0,6,"['dancehall', 'modern reggae']",EDM,unknown,white,0.004772965,0.1808097,0.023374075,0.7910433,59.66666667
Chubby Checker,0.255559656,0.6258125,150928.6875,0.7066875,0.027102684,0.1833625,-6.47975,0.05318125,124.2797813,0.89421875,8,1,64,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",Pop,unknown,white,0.002399945,0.005668231,0.010379045,0.9815528,25.75
Chuck,0.337,0.7,331133,0.644,0,0.242,-6.621,0.236,87.667,0.587,1,0,2,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",Rock,male,white,0.17843387,0.057972107,0.03712657,0.72646743,55
Chuck Berry,0.683166301,0.627401826,157233.2922,0.61643379,0.120010244,0.192289498,-10.25932877,0.061202283,126.1924064,0.809753425,0,1,219,"['blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",Rock,male,white,0.0066761,0.24062961,0.009956575,0.74273777,29.72146119
Chuck D,0.113566667,0.824,219302,0.712333333,2.38E-06,0.1298,-12.76333333,0.254333333,108.7936667,0.709333333,11,0,3,"['conscious hip hop', 'east coast hip hop', 'old school hip hop']",Hip-hop,male,white,0.007168626,0.16332664,0.0187992,0.81070554,36
Chuuwee,0.341,0.628,271778,0.588,0,0.406,-9.506,0.291,83.13,0.491,11,0,1,"['deep underground hip hop', 'underground hip hop']",Hip-hop,unknown,white,0.14824462,0.017531017,0.011808213,0.82241607,54
Chyi Yu,0.72,0.488,252760,0.479,1.55E-05,0.346,-11.049,0.03655,80.167,0.3195,11,1,2,"['c-pop', 'classic mandopop', 'fo jing', 'vintage chinese pop']",Pop,androgynous,api,0.85159636,0.01906743,0.019563366,0.10977281,40.5
Ciara,0.090616857,0.740547619,233475.0238,0.657880952,0.001539535,0.141771429,-6.764714286,0.124314286,120.186381,0.52797619,6,1,42,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",EDM,female,white,0.009928401,0.002757048,0.26293814,0.72437644,56.28571429
Cisco Adler,0.14428,0.7512,222797,0.666,2.82E-07,0.11518,-5.342,0.18338,121.1718,0.6712,7,1,10,['indie pop rap'],Indie,unknown,white,0.001744346,0.05857221,0.01864708,0.9210364,50.8
City Girls,0.020990909,0.813545455,169827.9091,0.774909091,0.000108409,0.199909091,-4.055727273,0.149527273,108.9333636,0.542181818,2,1,11,"['pop', 'pop rap', 'trap queen']",Pop,unknown,white,0.003609729,0.28590068,0.028971411,0.68151814,67.54545455
City High,0.231,0.755666667,187804.3333,0.749333333,3.17E-06,0.346933333,-7.361666667,0.244,94.93,0.653,7,1,3,['hip pop'],Pop,unknown,white,0.002786201,0.08560911,0.013343417,0.8982613,51.33333333
City Of Birmingham Symphony Orchestra,0.941,0.13375,406800,0.066115,0.89,0.08775,-23.6725,0.0403,110.3495,0.04595,1,1,4,"['classical performance', 'orchestra']",Classical,unknown,white,0.017668245,0.002608562,0.004110355,0.9756128,44.5
City of London Sinfonia,0.94175,0.444,197796.75,0.1525,0.7495,0.1612,-21.57725,0.041025,116.84875,0.646,2,1,4,"['chamber orchestra', 'classical performance']",Classical,androgynous,white,0.0089854,0.005263608,0.003515406,0.98223555,42.5
Clairo,0.438186207,0.709068966,185867.7931,0.499393103,0.051418806,0.171458621,-9.91637931,0.056065517,119.7211724,0.582772414,0,1,29,"['bedroom pop', 'boston indie', 'indie pop']",Indie,unknown,hispanic,0.017993195,0.010453243,0.70001215,0.2715415,69.27586207
Clams Casino,0.4925,0.47425,202154.5,0.44925,0.3851175,0.174575,-9.53725,0.116125,104.52575,0.35435,8,1,8,"['chillwave', 'experimental hip hop', 'indie r&b', 'indietronica', 'psychedelic hip hop', 'underground hip hop', 'vapor twitch', 'witch house']",Hip-hop,unknown,white,0.00591934,0.006525285,0.013576536,0.9739788,57.75
Clannad,0.822882353,0.270941176,223393.7059,0.174503529,0.283422174,0.0973,-20.333,0.036164706,130.0610588,0.164870588,9,1,17,"['celtic', 'celtic rock', 'new age']",Rock,unknown,white,0.006428834,0.013260381,0.033064183,0.9472467,35.58823529
Clara Haskil,0.986666667,0.334,368353.3333,0.153683333,0.489333333,0.10645,-17.50816667,0.051283333,93.6245,0.3905,10,1,6,['classical performance'],Classical,female,white,0.006817373,0.03267686,0.010080806,0.950425,0
Clark Terry,0.6781,0.531255319,332473.1489,0.351561702,0.284138075,0.32112766,-12.61553191,0.077465957,114.5621915,0.497723404,5,1,47,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet']",Jazz,male,white,0.002921026,0.1916048,0.011214273,0.7942599,17.4893617
Classixx,0.0378,0.894,251381,0.569,9.88E-05,0.0636,-7.144,0.0406,110.005,0.827,2,1,2,"['alternative dance', 'chillwave', 'electrofox', 'filter house', 'indie poptimism', 'indietronica', 'nu disco']",EDM,unknown,white,0.003211656,0.25383058,0.017614761,0.72534305,50
Claud,0.201,0.818,138000,0.623,0,0.112,-5.901,0.043,120.104,0.968,9,0,1,"['alternative r&b', 'indie r&b', 'pop']",Indie,male,white,0.017859781,0.08120707,0.15942755,0.74150556,64
Claude Bolling,0.7246,0.5348,206535.8,0.3944,0.6932,0.459,-12.6668,0.03952,120.7946,0.5652,5,1,5,['french jazz'],Jazz,male,white,0.002776059,0.009850681,0.009806995,0.9775663,19.6
Claude Debussy,0.968264615,0.322146462,222822.4831,0.087545354,0.616000241,0.161344615,-24.33261846,0.048366769,100.7000308,0.123025538,1,1,325,"['classical', 'impressionism', 'post-romantic era']",Classical,male,white,0.001620745,0.001571516,0.017972644,0.9788351,4.966153846
Claudia Leitte,0.00879,0.592,222520,0.935,0.0154,0.132,-4.317,0.0581,125.013,0.567,6,0,2,"['axe', 'baile pop', 'funk carioca', 'mpb', 'pagode', 'pop nacional', 'sertanejo universitario']",Pop,female,white,0.005147254,0.007425906,0.018160388,0.9692665,66
Claudio Abbado,0.929909091,0.247272727,243490.7273,0.147590909,0.782636364,0.2186,-20.823,0.039145455,114.0345455,0.300372727,7,0,11,"['classical performance', 'orchestral performance']",Classical,male,white,0.009760327,0.01230533,0.30832428,0.6696101,39.45454545
Claudio Arrau,0.992829832,0.438655462,191564.2248,0.155217059,0.889859244,0.133806513,-21.91036555,0.053712815,101.2754895,0.419983824,7,1,476,"['classical', 'classical performance', 'classical piano']",Classical,male,white,0.05355967,0.022234613,0.28919637,0.63500935,0.638655462
Claudio Scimone,0.956,0.43325,253936.75,0.14275,0.6735,0.28225,-20.034,0.054975,109.188,0.471575,2,1,4,['classical performance'],Classical,male,white,0.005740101,0.04716577,0.022117514,0.9249766,20.5
Claus Ogerman,0.989,0.114,158067,0.0339,0.482,0.133,-21.806,0.0423,81.199,0.0402,2,0,2,['space age pop'],Pop,male,white,0.001241147,0.005347942,0.015954362,0.9774565,2
Clean Bandit,0.152825,0.717916667,218377.1667,0.683583333,0.00102677,0.219041667,-5.5105,0.043158333,117.47525,0.502,0,0,12,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",EDM,unknown,white,0.012346227,0.122256085,0.028058039,0.8373397,66.83333333
Cleveland Orchestra,0.940744479,0.3279653,318829.2997,0.152935331,0.751026132,0.153258044,-19.21105363,0.041686751,111.9080915,0.276906309,7,1,317,"['classical performance', 'orchestra']",Classical,male,white,0.089501575,0.014308238,0.073918596,0.8222715,7.43533123
Cliff Richard,0.364622222,0.5408,203825.8667,0.534266667,0.000708729,0.135722222,-9.324666667,0.03746,126.2381111,0.587755556,0,1,45,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'mellow gold', 'rock-and-roll', 'rockabilly', 'soft rock']",Pop,male,white,0.007414797,0.052958466,0.01346054,0.92616624,39.82222222
Clifford Brown,0.771573643,0.497728682,335894.6279,0.39916124,0.233505226,0.323686047,-12.38323256,0.069648062,121.3394109,0.556262016,0,1,129,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul jazz', 'stride', 'swing', 'vocal jazz']",Jazz,male,white,0.00286236,0.29657906,0.016215889,0.68434274,16.51162791
Clint Black,0.319684932,0.626958904,204850.3425,0.536890411,0.000495637,0.225569863,-10.0770137,0.032824658,117.2245342,0.562547945,9,1,73,"['country', 'country road', 'country rock']",Country,male,white,0.005044865,0.11885754,0.012937338,0.8631603,38.05479452
Clipse,0.25745,0.697833333,245671.0833,0.772333333,6.07E-05,0.234525,-4.5045,0.263366667,124.9408333,0.633916667,11,1,12,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hip-hop,unknown,white,0.003092257,0.03761332,0.01494325,0.94435114,48.83333333
Clue,0.0129,0.608,251640,0.76,0,0.332,-5.851,0.242,168.211,0.366,4,0,1,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop']",Hip-hop,unknown,white,0.008746923,0.28373563,0.033687953,0.67382944,43
Cluster,0.665357143,0.588142857,277473.3571,0.290707143,0.914714286,0.204707143,-18.356,0.041292857,125.2750714,0.416278571,10,1,14,"['ambient', 'art pop', 'art rock', 'berlin school', 'canterbury scene', 'compositional ambient', 'drone', 'experimental', 'experimental rock', 'fourth world', 'industrial', 'krautrock', 'post-punk']",Pop,unknown,white,0.003570231,0.13592352,0.019311706,0.8411945,31.42857143
Clyde Carson,0.0995,0.813,220987,0.523,2.08E-06,0.273,-6.584,0.0658,101.068,0.158,8,1,1,"['cali rap', 'hyphy', 'west coast rap', 'west coast trap']",Rap,male,white,0.002171493,0.20816828,0.016798358,0.7728618,54
Coast,0.123,0.939,240973,0.462,0.00251,0.111,-5.635,0.0507,102.173,0.374,8,1,2,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock']",Indie,unknown,white,0.000592294,0.02663533,0.007945646,0.96482676,40
Cobra Starship,0.02181,0.627666667,193263.6667,0.854916667,5.59E-07,0.240825,-4.632833333,0.073983333,135.1390833,0.6595,7,0,12,"['dance pop', 'neon pop punk', 'pop punk', 'post-teen pop']",EDM,unknown,white,0.005323322,0.011332947,0.015503115,0.9678407,48.66666667
Cocoa Tea,0.020212,0.7742,238691.2,0.4128,0,0.10932,-9.9968,0.07628,99.6452,0.7232,3,1,5,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']",EDM,female,white,0.006444525,0.19390693,0.024489094,0.7751594,41.6
Cocteau Twins,0.214943215,0.387452703,233628.223,0.625133108,0.333582236,0.186608784,-10.0947973,0.043183108,126.6065473,0.356321622,0,1,148,"['alternative rock', 'art pop', 'art rock', 'dance rock', 'dream pop', 'ethereal wave', 'melancholia', 'new wave', 'post-punk', 'scottish indie', 'shoegaze', 'slow core']",EDM,unknown,white,0.003906023,0.049159348,0.017979901,0.9289547,36
Cody Simpson,0.370088,0.5386,213594.8,0.5882,0.000672,0.23828,-7.7818,0.05122,109.4342,0.5018,5,1,5,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",EDM,male,white,0.003093415,0.13151735,0.013133259,0.85225594,65.6
Coi Leray,0.193,0.714,205701,0.535,0,0.184,-7.896,0.0542,139.944,0.0974,9,1,2,['trap queen'],Rap,unknown,white,0.02839297,0.10694821,0.02502064,0.8396381,63
Colbie Caillat,0.32843,0.612785714,225120,0.565392857,8.21E-08,0.152028571,-7.065642857,0.033342857,123.0597857,0.457428571,9,1,28,"['acoustic pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",EDM,unknown,white,0.18947464,0.047559515,0.3126066,0.45035917,58.28571429
Cold Hart,0.0545,0.589,155573,0.665,0,0.221,-7.105,0.044,74.978,0.298,0,1,2,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",Hip-hop,unknown,white,0.002425951,0.109522685,0.028470669,0.85958076,66
Coldplay,0.218018387,0.442490323,270685.4452,0.593045161,0.130123586,0.18259871,-8.027219355,0.035403226,126.8979161,0.234016774,11,1,155,"['permanent wave', 'pop']",Pop,unknown,white,0.002275694,0.13423975,0.015999313,0.84748524,60.68387097
Cole Swindell,0.146237391,0.512043478,197630.6522,0.749478261,3.38E-06,0.1752,-4.343782609,0.035956522,116.6988261,0.459565217,11,1,23,"['contemporary country', 'country', 'country road', 'modern country rock']",Country,male,white,0.00265837,0.054960664,0.018836804,0.92354417,60.69565217
Coleman Hawkins,0.889076923,0.567296703,284597.5165,0.230307692,0.517991747,0.141352747,-14.45412088,0.050901099,107.4414286,0.49832967,7,1,91,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']",Jazz,male,white,0.00273394,0.38723204,0.014943084,0.5950909,16.79120879
Colin Munroe,0.541,0.535,235921,0.696,0.00521,0.63,-7.181,0.0901,91.002,0.213,5,0,2,"['indie r&b', 'soul flow']",Indie,male,white,0.002462174,0.15800598,0.017036976,0.82249486,50
Collections Of Colonies Of Bees,0.691,0.803,219375,0.431,0.000699,0.106,-10.817,0.0335,103.948,0.212,8,1,2,['milwaukee indie'],Indie,unknown,white,0.013814244,0.23103084,0.011192276,0.74396265,61
Collie Buddz,0.08743125,0.644875,218519.3125,0.7633125,0.000159514,0.1919,-5.6418125,0.198125,117.8295,0.6889375,7,0,16,"['dancehall', 'jawaiian', 'modern reggae', 'reggae fusion']",EDM,unknown,white,0.00316545,0.009988111,0.02079358,0.9660529,49.4375
Collin Raye,0.541145946,0.629891892,213695.1081,0.518918919,7.96E-07,0.148432432,-8.274216216,0.036321622,122.3995946,0.505432432,0,1,37,"['arkansas country', 'country', 'country road', 'country rock']",Country,male,white,0.003192766,0.17327629,0.011279076,0.8122519,36.86486486
Collin Walcott,0.996,0.301,139000,0.00249,0.19,0.0641,-34.366,0.0636,68.434,0.793,4,1,2,"['ecm-style jazz', 'sitar']",Jazz,male,white,0.006037641,0.15638463,0.020016892,0.8175608,39
Colt Ford,0.151553333,0.630060606,229733.6364,0.705757576,1.54E-06,0.157860606,-6.564969697,0.084006061,130.4691212,0.630242424,7,1,33,"['contemporary country', 'country', 'country rap', 'country road', 'modern country rock', 'redneck']",Country,male,white,0.004168367,0.16755036,0.015796764,0.81248456,52.06060606
Colter Wall,0.762166667,0.552,205029.5833,0.286833333,0.221099167,0.101533333,-13.2475,0.049383333,116.7884167,0.48025,7,0,12,"['canadian americana', 'canadian contemporary country', 'new americana', 'outlaw country', 'saskatchewan indie']",Country,unknown,white,0.001862647,0.06826006,0.0197633,0.910114,59.41666667
Comethazine,0.07519,0.8401875,105799.25,0.604375,0.00067065,0.214825,-8.1676875,0.317125,141.283625,0.6005625,1,1,16,"['meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",Hip-hop,unknown,white,0.006466522,0.4552462,0.013696607,0.5245907,64.875
Common,0.142283051,0.696576271,251565.2881,0.642288136,0.001235213,0.303288136,-8.334457627,0.259608475,95.59633898,0.552220339,1,0,59,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'neo soul', 'rap', 'southern hip hop']",Hip-hop,unknown,white,0.004512108,0.20524684,0.013188344,0.7770527,49.72881356
Concentus Musicus Wien,0.977,0.394,111440,0.35,0.0121,0.228,-18.33,0.0326,76.675,0.266,7,0,1,"['classical performance', 'historically informed performance']",Classical,unknown,white,0.007091225,0.002630345,0.025218725,0.96505976,30
Concertgebouworkest,0.94836875,0.26819875,306747.1938,0.179997625,0.647271087,0.17696,-20.12925,0.045316875,102.866375,0.19068375,2,1,160,"['classical', 'classical performance', 'orchestra']",Classical,unknown,white,0.001308485,0.04295253,0.013925185,0.94181377,1.16875
Concerto Köln,0.839,0.386,251200,0.0738,0.947,0.155,-19.369,0.0433,142.499,0.172,2,1,1,"['baroque ensemble', 'classical performance', 'historically informed performance', 'opera']",Classical,unknown,white,0.00315325,0.12390839,0.047853757,0.8250846,60
Connie Smith,0.677761905,0.509571429,146906.5238,0.377761905,6.14E-05,0.124933333,-10.06261905,0.030380952,111.4254762,0.63652381,9,1,21,"['classic country pop', 'nashville sound']",Country,female,white,0.002165332,0.12082694,0.015208811,0.86179894,27
Conor Maynard,0.358092308,0.645307692,191503.3077,0.570230769,0,0.127507692,-5.540615385,0.0943,100.9874615,0.578076923,7,1,13,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",EDM,male,white,0.003259479,0.07938659,0.01773724,0.89961666,62.23076923
Conrad Sewell,0.408,0.486,273684,0.652,6.63E-05,0.077,-7.226,0.052,113.055,0.391,11,0,2,['australian pop'],Pop,male,white,0.003121749,0.13735186,0.023566162,0.83596027,77
Consequence,0.261975,0.58175,308413.5,0.77175,0,0.323575,-5.0085,0.2715,135.878,0.59475,5,0,4,"['nyc rap', 'queens hip hop']",Hip-hop,unknown,white,0.005171801,0.19782855,0.0145422,0.7824574,53.25
Conte Candoli,0.769666667,0.488666667,255241.6667,0.229466667,0.252688033,0.146666667,-16.54933333,0.039333333,124.3973333,0.434,5,0,3,['jazz trumpet'],Jazz,unknown,white,0.00468692,0.00401642,0.027932337,0.96336424,3
Control Machete,0.069282,0.751266667,245885.4667,0.760066667,0.168352493,0.480066667,-7.195333333,0.1516,101.4928,0.615666667,0,1,15,"['chicano rap', 'latin alternative', 'latin hip hop', 'latin rock', 'mexican hip hop', 'mexican rock', 'rock en espanol']",Hip-hop,unknown,hispanic,0.050293565,0.011546399,0.6581805,0.27997956,48.8
Conway Twitty,0.558188889,0.578134921,178023.9048,0.364142857,0.008698944,0.158859524,-13.947,0.044812698,104.1181905,0.597471429,9,1,126,"['arkansas country', 'country']",Country,male,white,0.004553984,0.006040688,0.021723375,0.9676819,32.1031746
Conway the Machine,0.946,0.651,206027,0.493,0,0.152,-11.18,0.317,75.729,0.704,8,0,2,"['alternative hip hop', 'boom bap', 'hip hop', 'underground hip hop']",Hip-hop,male,white,0.06074798,0.0168391,0.031580612,0.8908323,64
Cookie & The Cupcakes,0.8508,0.528,169330.8,0.5984,0.01624094,0.2984,-7.934,0.02942,122.4886,0.8308,1,1,5,"['swamp blues', 'swamp pop']",Pop,female,white,0.003543462,0.03176315,0.010734514,0.95395887,14.2
Cooliecut,0.552,0.556,118361,0.64,0,0.215,-7.504,0.445,88.399,0.703,11,1,1,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",Hip-hop,unknown,white,0.004741462,0.018359603,0.015431006,0.961468,71
Corbin Bleu,0.04152,0.728142857,197615.2857,0.892,7.46E-07,0.136328571,-3.353142857,0.056028571,112.4378571,0.758285714,5,0,7,['post-teen pop'],Pop,male,white,0.010523633,0.060029943,0.023276208,0.9061702,53.42857143
Corey Taylor,0.000692667,0.432,239738,0.787333333,0.004345667,0.112333333,-4.322333333,0.0314,101.6383333,0.377,6,0,3,['alternative rock'],Rock,male,white,0.004672267,0.1017713,0.023062728,0.87049365,54.66666667
Coro Cantores de Madrid,0.973,0.521,151960,0.388,0.0664,0.101,-9.261,0.0275,99.037,0.432,2,1,1,['spanish classical'],Classical,female,white,0.38136956,0.02585848,0.088769615,0.50400233,3
Cortijo Y Su Combo,0.715375,0.56725,214139.25,0.621625,0.126250327,0.157975,-8.93525,0.08275,109.551375,0.876375,2,1,8,"['latin jazz', 'puerto rican folk', 'salsa', 'salsa international']",Jazz,androgynous,white,0.00436865,0.014689615,0.052104823,0.9288369,29.25
Cory Gunz,0.00073375,0.387,248587,0.75,0,0.31625,-5.4465,0.2965,80.2165,0.60125,2,1,8,['nyc rap'],Rap,male,white,0.00317625,0.03766869,0.017695947,0.9414591,56.75
Cosculluela,0.19701,0.8044,272253.6,0.7009,2.19E-06,0.17516,-4.875,0.18489,104.5212,0.6439,1,1,10,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'tropical']",Hip-hop,unknown,hispanic,0.031018104,0.002888956,0.6073227,0.35877028,58.1
Costi,0.122,0.529,216667,0.794,0,0.117,-3.903,0.164,119.956,0.543,5,1,2,['romanian pop'],Pop,unknown,white,0.003604787,0.016279334,0.04917491,0.930941,61
Coti,0.0699,0.618,214026.6667,0.861333333,2.59E-05,0.517,-5.193666667,0.0522,138.5096667,0.756666667,9,1,3,"['cumbia pop', 'latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",Pop,unknown,white,0.010958359,0.01413884,0.41668946,0.55821335,64
